"","X","Scenario","id","Choice","submitdate","startlanguage","startdate","Gender","Age","MaritalStatus","Occupation","Occupation.other.","Education","Householdsize","IncomeLevel","CityCountry","Nationality","DriversLicense","Carownership","ModeOfTransport.SQ001.","ModeOfTransport.SQ002.","ModeOfTransport.SQ003.","ParkingCosts.SQ001.","CongestionCosts.SQ001.","LowIncLikert.SQ001.","AffordableTrLikert.SQ001.","Resources","interviewtime","Time_Group1","Time_Group2","Time_Group3","Time_Group4","DailyTravelCost.Alt1","DelayOfTravel.Alt1","PeopleBenefiting.Alt1","CongestionReduction.Alt1","DailyTravelCost.Alt2","DelayOfTravel.Alt2","PeopleBenefiting.Alt2","CongestionReduction.Alt2","DailyTravelCost.Alt3","DelayOfTravel.Alt3","PeopleBenefiting.Alt3","CongestionReduction.Alt3","RR_Total","percent_RR_Total","RR_Gr2","RR_Gr3","RR_Gr4"
"170",1194,"S17","0525694_39","Alt2","2/9/2019 19:14","en","2/9/2019 19:13","Female","30-39 years","Married","Employed - full-employed","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","4","30,000-40,000 €","Seuol, Korea","Korea","Yes","yes, a company car","Bike","Public Transport","Car",1,1,3,3,"Equally per capita",71.01,33.95,11.07,16.51,9.48,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,3,100,1,1,1
"171",1204,"S17","0525694_4","Alt1","2/2/2019 1:46","en","2/2/2019 1:34","Male","25-29 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2",">70000 €","California, USA","USA","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",2,3,4,3,"Based on some measure of need",702.23,170.37,24.4,462.89,44.57,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,1,33.3333333333333,0,0,1
"172",1186,"S17","0525694_40","Alt1","2/9/2019 19:35","en","2/9/2019 19:33","Female","40-49 years","Divorced / Widowed","housewife/househusband","","Graduated after secondary school (Volks-oder Hauptschule)",">4","5,000-10,000 €","Hongkong, Hongkong","Hongkong","No","no","Public Transport","Public Transport","Public Transport",2,4,2,3,"Based on some measure of need",105.01,68.47,14.2,14.12,8.22,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,3,100,1,1,1
"173",1196,"S17","0525694_42","Alt2","2/10/2019 18:36","en","2/10/2019 18:35","Female","50-64 years","Married","Employed - half-employed","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",">4","40,000-50,000 €","London, UK","UK","Yes","yes, a privately owned/leased car","Car","Walking","Car",2,2,2,2,"Based on some measure of need",73.19,34.89,13.84,16.39,8.07,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,3,100,1,1,1
"174",1189,"S17","0525694_5","Alt1","2/2/2019 1:57","en","2/2/2019 1:51","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3",">70000 €","Philadelphia, PA","American","Yes","yes, a privately owned/leased car","Car","Car","Car",5,4,5,4,"Based on some measure of need",358.71,90.11,17.99,209.6,41.01,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,2,66.6666666666667,1,0,1
"175",1212,"S17","0525694_6","Alt1","2/2/2019 2:22","en","2/2/2019 2:04","Male","18-24 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","3",">70000 €","Portland, ME, United States","American","Yes","yes, a privately owned/leased car","Car","Car","Car",2,2,4,1,"Based on some measure of need",1101.02,95.26,29.65,911.94,64.17,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0
"176",1202,"S17","0525694_7","Alt2","2/2/2019 2:19","en","2/2/2019 2:09","Female","25-29 years","Single","Other","Student ( training instutition)","University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Singapore","Vietnamese","No","no","Public Transport","Public Transport","Public Transport",5,2,5,4,"Based on some measure of need",632.98,152.55,43.14,372.84,64.45,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0
"177",1203,"S17","0525694_8","Alt1","2/2/2019 2:29","en","2/2/2019 2:16","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","50,000-60000 €","Philadelphia, USA","Indian","Yes","no","Bike","Bike-sharing","Carsharing",3,3,4,2,"Based on some measure of need",768.36,69.6,33.41,591.1,74.25,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0
"178",1213,"S17","0525694_9","Alt1","2/2/2019 4:28","en","2/2/2019 4:14","Female","50-64 years","Divorced / Widowed","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","1","10,000-20,000 €","Carabasset Valley, Maine, USA","USA","Yes","yes, a privately owned/leased car","Walking","Car","Car",1,1,1,3,"Based on some measure of need",840.84,156.55,31.99,485.75,166.55,1.5,-0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0
"179",1516,"S17","0555124_10","Alt2","1/28/2019 12:10","en","1/28/2019 12:07","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","5,000-10,000 €","Munich","Indian","Yes","no","Public Transport","Public Transport","Public Transport",3,3,3,5,"Based on some measure of need",180.94,56.68,23.83,60.35,40.08,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,2,66.6666666666667,0,1,1
"180",1434,"S17","0555124_100","Alt1","1/29/2019 14:06","en","1/29/2019 14:04","Female","30-39 years","I prefer not to answer","housewife/househusband","","University degree (Fachhochschul-/Universitätsabschluss)","3","40,000-50,000 €","Zürich","Deutsche","Yes","yes, a privately owned/leased car","Car","Car","Car",2,3,4,2,"Equally per capita",113.68,70.95,13.85,18.25,10.63,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,3,100,1,1,1
"181",1529,"S17","0555124_101","Alt2","1/29/2019 14:08","en","1/29/2019 14:06","Male","18-24 years","Divorced / Widowed","unemployed","","Graduated after secondary school (mittlere Reife)","3","20,000-30,000 €","Ottobrunn","Amerikaner","No","no","Public Transport","Public Transport","Public Transport",2,5,2,4,"",109.15,62.68,13.94,22.4,10.13,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,3,100,1,1,1
"182",1525,"S17","0555124_103","Alt2","1/29/2019 14:33","en","1/29/2019 14:28","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","5,000-10,000 €","Munich, Germany","German","Yes","no","Bike","Bike","Public Transport",2,1,5,2,"Based on some measure of need",323.21,70.05,24.69,187.16,41.31,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,1,33.3333333333333,0,0,1
"183",1502,"S17","0555124_106","Alt3","1/29/2019 14:41","en","1/29/2019 14:37","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4",">70000 €","Munich, Germany","german","Yes","yes, a privately owned/leased car","Bike","Public Transport","Car",1,1,2,1,"Equally per capita",287.36,42.55,30.7,164.96,49.15,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"184",1475,"S17","0555124_11","Alt1","1/28/2019 12:18","en","1/28/2019 12:10","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","5,000-10,000 €","City : coimbatore
State : Tamil Nadu
Country : India","Indian","Yes","yes, a privately owned/leased car","Bike","Bike","Car",5,5,2,1,"Based on some measure of need",460.46,88.96,44.6,258.64,68.26,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"185",1484,"S17","0555124_110","Alt1","1/29/2019 15:04","en","1/29/2019 14:57","Male","30-39 years","Married","Other","entrepreneur ","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","2","40,000-50,000 €","München, Deutschland ","Deutsch ","Yes","yes, a privately owned/leased car","Bike","Public Transport","Public Transport",2,1,3,3,"Based on some measure of need",407.37,83.51,25.34,235.17,63.35,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"186",1448,"S17","0555124_111","Alt1","1/29/2019 15:07","en","1/29/2019 15:02","Male","40-49 years","Single","Employed - half-employed","","Graduated after secondary school (mittlere Reife)","3","0-5,000 €","Munich, Germany","German","No","no","Bike","Bike","Bike",5,1,3,3,"Based on some measure of need",310.08,80.47,25.29,151.42,52.9,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"187",1453,"S17","0555124_113","Alt3","1/29/2019 15:16","en","1/29/2019 15:08","Female","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","1","0-5,000 €","Munich","German","Yes","no","Walking","Public Transport","Walking",2,3,3,1,"Based on some measure of need",474.11,70.98,34.29,312.25,56.59,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"188",1486,"S17","0555124_114","Alt1","1/29/2019 15:19","en","1/29/2019 15:08","Female","30-39 years","I prefer not to answer","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2","50,000-60000 €","Hamburg, Germany","German","Yes","yes, a company car","Car","Walking","Bike-sharing",2,1,2,5,"Based on some measure of need",627.04,79.29,90.88,337.11,119.76,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"189",1426,"S17","0555124_115","Alt1","1/29/2019 15:23","en","1/29/2019 15:18","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","4","10,000-20,000 €","Munich, Germany","German ","Yes","no","Public Transport","Walking","Public Transport",2,2,4,4,"Based on some measure of need",305.91,51.05,43.23,160.52,51.11,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"190",1479,"S17","0555124_117","Alt3","1/29/2019 16:18","en","1/29/2019 16:13","Female","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2","40,000-50,000 €","Nürnberg, Germany ","German","Yes","yes, a privately owned/leased car","Bike","Car","Car",4,3,2,2,"Based on some measure of need",283.77,48.43,22.96,174.54,37.84,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,2,66.6666666666667,1,0,1
"191",1447,"S17","0555124_12","Alt2","1/28/2019 12:19","en","1/28/2019 12:12","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","40,000-50,000 €","Munich","Inder","No","no","Public Transport","Public Transport","Public Transport",4,4,5,1,"",405.45,131.44,56.84,150.08,67.09,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"192",1438,"S17","0555124_121","Alt1","1/29/2019 16:53","en","1/29/2019 16:46","Male","30-39 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","1","60000-70000 €","BY, Germany",".de","Yes","yes, a privately owned/leased car","Car","Walking","Car",2,2,4,1,"Based on some measure of need",417.24,71.7,33.62,236.37,75.55,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"193",1482,"S17","0555124_122","Alt1","1/29/2019 17:14","en","1/29/2019 17:09","Male","30-39 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2",">70000 €","Munich, Germany","German","Yes","no","Bike","Walking","Public Transport",2,4,3,2,"Based on some measure of need",288.29,49.68,43.43,122.35,72.83,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"194",1536,"S17","0555124_123","Alt2","1/29/2019 17:18","en","1/29/2019 17:10","Female","18-24 years","I prefer not to answer","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich, Germany","German","Yes","no","Public Transport","Bike","Public Transport",3,1,1,2,"Based on some measure of need",452.28,143.2,78.34,168.65,62.09,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"195",1483,"S17","0555124_124","Alt1","1/29/2019 17:20","en","1/29/2019 17:10","Male","30-39 years","Single","unemployed","","Graduate degree (MSc / PhD / etc.)","3","I prefer not to answer","Wachstedt, Germany","German","Yes","no","Bike","Car","Car",4,2,2,3,"Based on some measure of need",573.49,73.31,37.2,401.45,61.53,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"196",1458,"S17","0555124_127","Alt1","1/29/2019 17:40","en","1/29/2019 17:32","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","3","10,000-20,000 €","Cologne","German","No","no","Public Transport","Public Transport","Public Transport",1,2,2,1,"Based on some measure of need",510.68,50.58,21.75,317.58,120.77,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,1,33.3333333333333,1,0,0
"197",1520,"S17","0555124_128","Alt1","1/29/2019 17:51","en","1/29/2019 17:34","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","4","5,000-10,000 €","Munich","german","Yes","yes, a company car","Bike","Bike","Car",2,2,2,2,"Based on some measure of need",1015.14,101.8,35.87,621.87,255.6,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"198",1509,"S17","0555124_129","Alt1","1/29/2019 17:57","en","1/29/2019 17:52","Female","18-24 years","Single","student (school)/ Auszubildender/Auszubildende","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","3","10,000-20,000 €","Munich, Germany ","German","Yes","no","Public Transport","Public Transport","Public Transport",2,2,4,1,"Equally per capita",315.67,56.75,23.49,193.66,41.77,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,1,33.3333333333333,0,0,1
"199",1544,"S17","0555124_13","Alt2","1/28/2019 12:17","en","1/28/2019 12:12","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","India","Indian","Yes","no","Public Transport","Bike","Bike",5,5,3,4,"Based on some measure of need",308.93,150.09,33.1,79.88,45.86,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,1,33.3333333333333,0,1,0
"200",1465,"S17","0555124_130","Alt1","1/29/2019 18:24","en","1/29/2019 18:14","Female","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","4","5,000-10,000 €","Munich, Germany","German","No","no","Bike","Bike","Bike",2,1,3,2,"Based on some measure of need",599.99,86.28,25.22,346.09,142.4,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"201",1463,"S17","0555124_132","Alt2","1/29/2019 18:28","en","1/29/2019 18:25","Male","50-64 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4",">70000 €","Munich","German","Yes","yes, a privately owned/leased car","Bike","Bike","Bike",1,1,5,4,"Based on some measure of need",168.75,63.67,33.45,41.18,30.45,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,2,66.6666666666667,0,1,1
"202",1523,"S17","0555124_134","Alt1","1/29/2019 18:50","en","1/29/2019 18:45","Male","25-29 years","I prefer not to answer","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","40,000-50,000 €","Munich, Germany","german","Yes","no","Public Transport","Public Transport","Public Transport",2,1,2,2,"Based on some measure of need",306.5,72.08,23.19,143.78,67.45,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"203",1450,"S17","0555124_135","Alt1","1/29/2019 18:59","en","1/29/2019 18:52","Female","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","4","0-5,000 €","Hamburg, Germany","German","Yes","no","Public Transport","Public Transport","Public Transport",1,3,1,3,"Equally per capita",415.79,98.45,21.99,235.63,59.72,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,1,33.3333333333333,1,0,0
"204",1469,"S17","0555124_136","Alt1","1/29/2019 19:00","en","1/29/2019 18:54","Male","30-39 years","Single","Employed - full-employed","","Graduated after secondary school (mittlere Reife)","1","0-5,000 €","Saarbruecken, Germany ","German","Yes","yes, a privately owned/leased car","Car","Car","Car",5,3,2,4,"Based on some measure of need",360.15,86.44,101.44,112.65,59.62,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,1,33.3333333333333,0,1,0
"205",1441,"S17","0555124_137","Alt2","1/29/2019 19:08","en","1/29/2019 18:59","Male","50-64 years","Married","Employed - full-employed","","Graduated after secondary school (mittlere Reife)","3","50,000-60000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Car","Bike","Public Transport",3,2,2,1,"Based on some measure of need",566.28,92.24,32.98,352.29,88.77,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"206",1477,"S17","0555124_139","Alt1","1/29/2019 19:16","en","1/29/2019 19:09","Female","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","3","0-5,000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Car","Car","Car",5,5,5,1,"",420.25,79.66,31.63,202.08,106.88,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"207",1455,"S17","0555124_14","Alt2","1/28/2019 12:22","en","1/28/2019 12:14","Male","25-29 years","Single","Employed - half-employed","","Graduate degree (MSc / PhD / etc.)","4","I prefer not to answer","Sharjah,UAE","Indian","Yes","no","Bike","Walking","Bike",5,3,5,3,"",456.77,152.67,78.82,133.85,91.43,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"208",1493,"S17","0555124_140","Alt1","1/29/2019 19:35","en","1/29/2019 19:18","Female","30-39 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","1","30,000-40,000 €","Munich, Germany","German","Yes","no","Bike","Bike","Bike",3,1,3,1,"Based on some measure of need",1074.81,58.18,25.49,914.23,76.91,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"209",1474,"S17","0555124_141","Alt3","1/29/2019 20:12","en","1/29/2019 19:59","Female","30-39 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","Munich, Germany","Estonian","Yes","no","Public Transport","Bike","Bike",1,1,2,2,"Based on some measure of need",768.8,142.07,48.67,500.36,77.7,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"210",1429,"S17","0555124_142","Alt3","1/29/2019 20:17","en","1/29/2019 20:11","Male","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","3",">70000 €","Munich (not really, a village south of Munich), Germany ","German","Yes","yes, a privately owned/leased car","Car","Bike","Bike",2,2,2,2,"Based on some measure of need",387.68,72.72,20.33,251.67,42.96,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,2,66.6666666666667,1,0,1
"211",1545,"S17","0555124_145","Alt3","1/29/2019 21:46","en","1/29/2019 21:42","Male","65 or older","Married","retired","","University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich Germany ","German","Yes","no","Bike","Bike","Bike",5,5,1,3,"Equally per capita",261.88,88.92,33.02,87.8,52.14,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,1,33.3333333333333,0,1,0
"212",1457,"S17","0555124_147","Alt3","1/29/2019 22:07","en","1/29/2019 22:01","Male","50-64 years","Married","Employed - full-employed","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","3","60000-70000 €","Munich, Germany ","German ","Yes","yes, a privately owned/leased car","Public Transport","Bike","Bike",1,1,3,3,"",364.19,72.63,44.76,182.7,64.1,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"213",1506,"S17","0555124_148","Alt1","1/29/2019 22:11","en","1/29/2019 22:02","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","20,000-30,000 €","Munich, Germany","Indian","No","no","Public Transport","Walking","Public Transport",5,5,1,5,"Equally per capita",529.36,116.29,42.93,270.65,99.49,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"214",1443,"S17","0555124_149","Alt3","1/29/2019 23:46","en","1/29/2019 23:39","Female","30-39 years","Married","Employed - half-employed","","Graduate degree (MSc / PhD / etc.)","4","60000-70000 €","Gräfelfing, Germany","USA","Yes","no","Public Transport","Bike","Bike",3,1,4,2,"Based on some measure of need",452.21,89.81,33.02,269.45,59.93,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
"215",1517,"S17","0555124_15","Alt3","1/28/2019 12:26","en","1/28/2019 12:16","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","I prefer not to answer","Freising, Germany","Imdian","No","no","Public Transport","Public Transport","Public Transport",3,1,5,3,"Based on some measure of need",609.33,71.55,23.5,459.72,54.56,3,0,0.15,0.3,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0
